Tournament,Stage,Match Type,Map,Agent,Pick Rate
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,raze,20%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,killjoy,20%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,sova,20%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,harbor,10%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,brimstone,10%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,vyse,10%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,chamber,10%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,veto,10%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,cypher,10%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,tejo,10%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,phoenix,10%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,deadlock,0%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,sage,0%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,reyna,0%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,gekko,0%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,clove,0%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,breach,0%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,kayo,0%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,jett,0%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,iso,0%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),All Maps,miks,0%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Pearl,viper,25%
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Pearl,yoru,50%
